prop,cu_high,cu_low
0.001,1302.7456963716822,1231.3489612530784
0.002,1338.8467474993377,1257.9911520780522
0.003,1361.0415663191166,1274.3706917272257
0.004,1377.3346738544146,1286.3948313721428
0.005,1390.3131950308957,1295.9728416241735
0.006,1401.1543720626928,1303.9735146856624
0.007,1410.496826162271,1310.8681462024674
0.008,1418.7271432040468,1316.9420324281525
0.009000000000000001,1426.097719691064,1322.3814392909278
0.010000000000000002,1432.7827463996114,1327.3149177264834
0.011,1438.9076683998683,1331.8350448591227
0.012,1444.5659246078594,1336.0107776126329
0.013000000000000001,1449.8290470072784,1339.8949058283097
0.014000000000000002,1454.7530545878876,1343.5287709233264
0.015,1459.3826652215557,1346.9453742103433
0.016,1463.7541639230772,1350.17149364341
0.017,1467.8974121384213,1353.2291666512706
0.018000000000000002,1471.8372900100464,1356.1367545137891
0.019000000000000003,1475.5947538271841,1358.9097227489833
0.02,1479.1876259226544,1361.5612240484543
0.021,1482.6311945369407,1364.1025409706763
0.022000000000000002,1485.9386761293995,1366.5434271217407
0.023,1489.1215764232786,1368.892373602732
0.024,1492.189975754338,1371.1568195939649
0.025,1495.15275705133,1373.3433206021489
0.026000000000000002,1498.017789790737,1375.4576842170245
0.027000000000000003,1500.792079776388,1377.505080647122
0.028,1503.4818921108806,1379.4901334713602
0.029,1506.0928529338144,1381.4169947207781
0.030000000000000002,1508.6300341919768,1383.2894074380279
0.031,1511.0980247375505,1385.1107581470947
0.032,1513.5009903254063,1386.8841211306576
0.033,1515.842724532491,1388.6122960080568
0.034,1518.1266922040372,1390.297839798132
0.035,1520.356066709169,1391.9430944134624
0.036000000000000004,1522.5337620382936,1393.5502103478996
0.037000000000000005,1524.6624605788215,1395.1211671747533
0.038,1526.7446372513225,1396.6577913590168
0.039,1528.7825805655698,1398.161771796502
0.04,1530.7784110578955,1399.6346734204137
0.041,1532.734097492428,1401.0779491576875
0.042,1534.6514711449831,1402.4929504703507
0.043000000000000003,1536.5322384364815,1403.8809366788487
0.044000000000000004,1538.377992140318,1405.243083232965
0.045,1540.1902213532096,1406.5804890702002
0.046,1541.9703203902466,1407.8941831802247
0.047,1543.719596740943,1409.1851304763595
0.048,1545.4392782031816,1410.4542370603513
0.049,1547.130519295266,1411.7023549543987
0.05,1548.7944070322974,1412.9302863640567
0.051000000000000004,1550.4319661412858,1414.1387875269336
0.052000000000000005,1552.044163779415,1415.3285721947186
0.053000000000000005,1553.6319138113945,1416.5003147898242
0.054,1555.1960806946088,1417.6546532725831
0.055,1556.737483014587,1418.7921917503882
0.056,1558.2568967080279,1419.91350285625
